Suburb,Rooms,Type,Method,SellerG,Regionname,Propertycount,Distance,CouncilArea,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Price
Suburb_28,3,h,VB,Agent_10,Western Metro,8068,6,Council_5,3,1,1,414.2,65.8,1931,
Suburb_17,1,u,S,Agent_1,Western Metro,796,17.5,Council_7,2,2,0,546.9,,1963,318291
Suburb_37,3,h,PI,Agent_17,Northern Victoria,14420,4.8,Council_20,2,,3,822.2,70.9,1950,
Suburb_19,5,h,SP,Agent_14,South-Eastern Metro,12482,4.6,Council_10,4,2,3,254.1,,,992947
Suburb_6,5,h,SA,Agent_17,Northern Victoria,5606,10.8,Council_6,5,3,1,935.5,,,806952
Suburb_5,1,u,S,Agent_19,Eastern Metro,7657,8.9,Council_21,0,2,1,784.1,118.3,,167398
Suburb_39,3,h,SA,Agent_12,Eastern Metro,2288,11,Council_10,2,3,3,371.2,,,637099
Suburb_6,3,h,SP,Agent_21,Eastern Victoria,14082,10.6,Council_21,2,,1,167.4,163.6,1901,721775
Suburb_38,1,h,S,Agent_10,Southern Metro,3844,13.5,Council_20,0,1,1,,,1940,289057
Suburb_12,4,h,VB,Agent_14,Northern Victoria,5977,3.1,Council_20,5,2,1,581.5,,,791068
Suburb_4,3,h,VB,Agent_4,Northern Victoria,6713,10.2,Council_13,2,2,1,278.8,223.2,1976,524870
Suburb_13,4,h,S,Agent_16,Eastern Victoria,4316,4.6,Council_17,4,2,,,,1941,975803
Suburb_25,2,h,S,Agent_7,South-Eastern Metro,9702,1.7,Council_21,3,3,0,,81.7,2017,539036
Suburb_18,2,h,S,Agent_18,Western Metro,14928,10.5,Council_6,2,2,1,229.8,,1934,237462
Suburb_32,4,u,PI,Agent_21,Eastern Metro,12901,10.2,Council_1,4,1,1,570.1,178.5,1952,581050
Suburb_25,4,h,S,Agent_22,Eastern Metro,8194,7.8,Council_7,4,,1,,171.2,1998,459862
Suburb_17,1,h,VB,Agent_24,Western Metro,2398,13.6,Council_14,2,1,1,,,,203194
Suburb_26,2,t,S,Agent_4,Southern Metro,13016,4.6,Council_12,1,2,1,795.8,194.9,1905,775180
Suburb_39,3,u,VB,Agent_4,South-Eastern Metro,4222,11.5,Council_2,2,2,1,,96.5,1939,443535
Suburb_17,5,u,SA,Agent_24,Southern Metro,13710,7.2,Council_12,6,3,3,536.3,,1943,886474
Suburb_7,2,h,VB,Agent_10,South-Eastern Metro,6233,7.5,Council_4,1,1,2,,,,554212
Suburb_17,2,h,SA,Agent_1,Eastern Victoria,8017,1.9,Council_11,1,2,2,,,1985,498370
Suburb_34,5,h,SA,Agent_8,Western Victoria,6832,13.7,Council_13,4,1,1,617.6,118.3,1965,624494
Suburb_9,4,h,S,Agent_21,Northern Metro,7107,9.9,Council_14,3,2,3,548,117.2,1948,631347
Suburb_38,5,h,SP,Agent_9,Eastern Victoria,2892,11.3,Council_9,4,2,0,767.9,,1960,791409
Suburb_24,4,h,VB,Agent_2,Northern Metro,8516,4.2,Council_9,4,2,2,,,,640093
Suburb_25,5,h,SP,Agent_19,Eastern Metro,6343,9.3,Council_15,5,1,0,,81.3,1921,
Suburb_13,1,h,VB,Agent_5,Southern Metro,12792,7.1,Council_16,0,1,3,,,1973,422414
Suburb_37,2,h,VB,Agent_9,Southern Metro,7419,10.3,Council_17,3,2,1,412.2,,2003,574577
Suburb_2,2,h,SA,Agent_1,Southern Metro,14487,9,Council_8,1,2,1,,,,436282
Suburb_12,1,u,SP,Agent_16,Northern Metro,4801,19.4,Council_9,2,1,0,,,,288773
Suburb_17,4,u,SP,Agent_12,Eastern Victoria,5260,16.1,Council_7,5,2,3,638.5,166.2,,672572
Suburb_20,4,h,S,Agent_22,Northern Metro,1032,6.6,Council_12,4,1,1,,112.9,1938,675109
Suburb_19,1,h,SP,Agent_9,Western Metro,11210,10.5,Council_3,1,2,,,161,,601506
Suburb_6,1,h,SP,Agent_6,South-Eastern Metro,1565,6.3,Council_10,,2,3,1105.2,,,517655
Suburb_10,1,h,PI,Agent_5,Western Victoria,4637,13.4,Council_4,0,3,0,762.2,,,319355
Suburb_4,3,u,PI,Agent_6,Eastern Victoria,13703,7.3,Council_12,4,3,1,962.4,132.7,1913,697558
Suburb_23,3,h,SA,Agent_12,Southern Metro,9358,5.8,Council_18,3,3,0,38.2,,,837411
Suburb_15,2,h,VB,Agent_3,Western Victoria,8602,9.2,Council_21,1,1,0,,20,1977,394695
Suburb_23,5,h,VB,Agent_11,South-Eastern Metro,12169,15.4,Council_10,6,3,0,,,1991,954399
Suburb_24,2,h,S,Agent_22,Southern Metro,11686,14,Council_2,3,2,0,512.4,,2000,623312
Suburb_29,3,h,PI,Agent_20,Western Metro,13354,6,Council_5,2,2,3,,,1966,525380
Suburb_22,3,h,VB,Agent_16,Western Victoria,10146,18.4,Council_3,2,3,1,,64.1,1919,474108
Suburb_26,2,t,SP,Agent_23,Western Metro,7006,4.4,Council_16,1,1,,845.5,80.7,,415925
Suburb_24,5,h,PI,Agent_20,Southern Metro,2394,5.3,Council_21,4,,1,,176.7,1980,911482
Suburb_27,5,h,VB,Agent_17,Western Victoria,5861,13.1,Council_12,5,3,3,884.3,144.6,,840862
Suburb_25,1,h,VB,Agent_22,Western Victoria,10726,1.7,Council_4,0,2,0,825.7,,1976,509012
Suburb_13,3,h,SA,Agent_4,Western Victoria,4175,8,Council_1,3,2,0,,,1925,680084
Suburb_10,1,h,PI,Agent_21,Western Victoria,10229,6.6,Council_21,0,1,0,247.1,208,1997,493984
Suburb_32,3,h,SP,Agent_8,Eastern Victoria,2434,19,Council_7,4,2,3,521.8,,1905,504586
Suburb_14,4,u,SP,Agent_19,Western Metro,1376,3.9,Council_3,5,1,2,,,,802406
Suburb_22,3,h,VB,Agent_23,Southern Metro,5791,4.2,Council_4,3,2,2,,,2000,677991
Suburb_8,2,h,PI,Agent_13,Northern Victoria,3833,20.5,Council_6,2,2,3,,75.9,,342518
Suburb_18,2,h,PI,Agent_3,Southern Metro,13143,6.7,Council_14,1,3,1,832.2,,1997,472225
Suburb_22,2,h,S,Agent_10,Western Metro,5984,15,Council_19,1,3,2,852.1,,2009,469776
Suburb_26,2,h,PI,Agent_11,South-Eastern Metro,6572,6,Council_6,2,1,2,245.6,,1919,605423
Suburb_22,2,u,SP,Agent_24,Western Victoria,6350,5.2,Council_15,1,1,2,421.6,140.1,1965,462851
Suburb_15,4,h,PI,Agent_24,Eastern Metro,5100,15.5,Council_2,4,2,2,,113.3,1977,556755
Suburb_39,1,h,SA,Agent_15,Eastern Metro,13807,23.3,Council_1,1,3,1,520.9,,,154929
Suburb_21,1,u,VB,Agent_24,South-Eastern Metro,11217,16.1,Council_2,0,1,0,831.1,,1988,367143
Suburb_33,3,h,PI,Agent_11,Northern Metro,2803,5.8,Council_20,3,2,0,258.8,117,1971,592123
Suburb_30,4,h,SA,Agent_11,Northern Victoria,3625,7.8,Council_13,4,2,,,,1966,881887
Suburb_23,2,h,SA,Agent_21,South-Eastern Metro,1674,4.3,Council_17,3,1,2,530.5,,,657828
Suburb_36,2,u,PI,Agent_17,Northern Victoria,4216,4.8,Council_1,1,2,2,,,,770807
Suburb_6,4,h,VB,Agent_14,Western Metro,10020,4.6,Council_1,4,1,2,595.6,,1951,771003
Suburb_37,2,u,SP,Agent_12,Eastern Victoria,14070,6.1,Council_18,3,,0,470.9,88.3,,582098
Suburb_35,4,u,SA,Agent_18,Eastern Metro,7483,8.6,Council_3,3,3,1,672.4,163.9,,783985
Suburb_21,1,u,SP,Agent_19,South-Eastern Metro,1683,8,Council_4,2,2,1,398.9,196.3,1977,548094
Suburb_30,1,t,SP,Agent_13,Western Metro,1187,12,Council_11,2,1,3,0,136.5,1912,373793
Suburb_21,3,u,S,Agent_1,Northern Metro,6512,8.9,Council_13,3,3,2,427.8,,1986,716044
Suburb_11,2,u,SA,Agent_3,Northern Victoria,4337,11.4,Council_5,3,1,2,423.1,199,,496896
Suburb_32,4,u,SP,Agent_4,Northern Metro,8862,12.4,Council_10,5,3,2,22.3,185.8,1978,941320
Suburb_10,3,u,SA,Agent_12,Western Victoria,2215,5.8,Council_15,2,3,1,478.1,149,1951,592388
Suburb_13,2,u,S,Agent_16,Northern Victoria,3838,7.2,Council_10,3,2,3,,79.5,,501691
Suburb_21,1,t,PI,Agent_21,Eastern Metro,8559,36.6,Council_9,0,1,2,,,1926,80000
Suburb_34,1,h,PI,Agent_6,Western Metro,4574,5.5,Council_2,0,,3,573.1,160.6,,410701
Suburb_16,4,h,PI,Agent_20,Northern Victoria,5788,11.8,Council_10,3,3,2,529.1,37.4,1926,479892
Suburb_20,2,h,S,Agent_17,Eastern Metro,3716,3.3,Council_17,2,2,2,,160.2,,
Suburb_2,3,u,S,Agent_2,Eastern Metro,1246,12.6,Council_14,4,,0,474.3,,1909,352467
Suburb_5,5,h,SP,Agent_9,Western Metro,5505,5,Council_19,5,3,2,,72.2,,
Suburb_3,5,u,PI,Agent_8,Eastern Metro,5280,8.2,Council_3,5,3,0,503.2,130,1941,697712
Suburb_3,2,u,VB,Agent_23,Eastern Victoria,13528,2.9,Council_1,1,1,2,,131.3,2000,685611
Suburb_35,1,t,PI,Agent_24,Northern Metro,13444,7.7,Council_12,1,2,2,229.9,265.8,,567863
Suburb_34,4,h,SP,Agent_21,Eastern Victoria,6758,7.8,Council_4,4,1,2,580.3,163.2,2007,648580
Suburb_33,4,u,SP,Agent_14,Eastern Metro,4675,7.1,Council_13,4,1,1,578.4,,2018,580928
Suburb_3,2,u,VB,Agent_13,Northern Victoria,6558,10.3,Council_19,1,2,0,450.1,,1978,459253
Suburb_4,3,t,PI,Agent_8,Southern Metro,9314,14.7,Council_8,2,1,2,,,,425611
Suburb_12,1,t,SA,Agent_20,Western Metro,6105,4.1,Council_12,2,1,2,,,1971,557648
Suburb_23,4,h,PI,Agent_3,Eastern Victoria,11464,7.2,Council_15,4,3,1,,,1980,
Suburb_14,4,h,PI,Agent_7,Eastern Metro,14479,3,Council_4,4,2,2,373.3,,1913,696334
Suburb_20,2,h,S,Agent_4,Southern Metro,6348,2.1,Council_19,1,2,3,,86.8,1999,456373
Suburb_7,3,t,S,Agent_13,Northern Victoria,2200,8.8,Council_5,4,1,2,,154.4,1952,498154
Suburb_30,2,h,SA,Agent_8,Southern Metro,2251,3.9,Council_17,2,3,0,294.1,213.9,,768210
Suburb_13,1,u,SP,Agent_5,Eastern Metro,13142,8,Council_14,1,2,,,206,1973,
Suburb_3,1,u,PI,Agent_10,Western Metro,6533,9,Council_3,2,2,,338.5,245.2,2003,493416
Suburb_30,5,h,PI,Agent_22,Northern Victoria,5243,2.4,Council_16,4,1,2,,253.7,,908216
Suburb_37,3,h,S,Agent_14,South-Eastern Metro,9481,9.8,Council_5,3,1,3,0,27.2,1905,452091
Suburb_1,1,h,PI,Agent_21,South-Eastern Metro,14369,14.3,Council_13,2,1,1,361.1,,1913,348998
Suburb_18,1,u,SP,Agent_23,Eastern Victoria,6657,11.2,Council_21,1,1,2,,41.5,2004,
Suburb_34,2,h,S,Agent_23,Northern Metro,5070,4.2,Council_21,1,3,0,559.1,187.9,,612779
Suburb_29,5,h,PI,Agent_9,Eastern Metro,13009,7.7,Council_19,4,2,3,,108.4,2019,757549
Suburb_35,2,u,PI,Agent_22,Northern Metro,1701,8.2,Council_11,1,2,0,725.3,,,498505
Suburb_17,5,h,S,Agent_23,Northern Metro,12741,7.3,Council_12,5,,2,657.2,,1931,876693
Suburb_15,3,u,PI,Agent_24,Southern Metro,8040,3.2,Council_7,3,3,1,1064.8,,1941,753151
Suburb_29,4,h,VB,Agent_9,Northern Victoria,792,4.7,Council_20,3,1,0,470.9,60.9,,745062
Suburb_7,4,h,SP,Agent_6,Western Victoria,3804,6.9,Council_11,5,2,1,518.9,74.5,1930,
Suburb_10,1,h,SA,Agent_15,Eastern Victoria,10348,8.9,Council_17,0,2,3,496.6,150.1,,543418
Suburb_25,1,h,VB,Agent_24,South-Eastern Metro,11418,5.5,Council_8,1,1,0,,,1977,368577
Suburb_27,5,h,VB,Agent_23,Eastern Victoria,3336,1.9,Council_16,6,3,1,500.8,,1943,1020230
Suburb_5,5,u,S,Agent_15,Southern Metro,10030,5.7,Council_5,4,2,0,305.5,102.5,1956,739037
Suburb_21,1,h,VB,Agent_4,Eastern Victoria,14844,19.4,Council_16,,2,0,,21.1,1979,294832
Suburb_15,4,h,SP,Agent_11,Western Victoria,10453,9.9,Council_1,3,2,,255.1,,1994,775290
Suburb_21,5,h,VB,Agent_18,Northern Metro,10685,8.8,Council_3,5,3,2,,105.8,1922,873005
Suburb_39,5,h,SA,Agent_15,Western Metro,3305,4.6,Council_8,4,1,3,624.2,81.2,1961,645361
Suburb_4,2,t,SP,Agent_9,Eastern Victoria,9743,5.9,Council_11,3,2,2,443.2,,,553168
Suburb_40,5,h,SP,Agent_9,Western Metro,10775,1.8,Council_15,4,3,3,669.7,63.7,,845029
Suburb_18,4,t,S,Agent_2,Eastern Victoria,2104,4.4,Council_8,5,3,2,,,1977,747912
Suburb_31,5,h,VB,Agent_8,Western Victoria,5014,9.6,Council_1,5,2,,548.9,135.7,1957,826598
Suburb_17,1,h,VB,Agent_17,Western Metro,13297,8.8,Council_7,0,1,3,361.2,,,248141
Suburb_13,4,h,PI,Agent_7,Northern Metro,14980,5.2,Council_10,3,3,0,1358.7,,1906,781632
Suburb_31,1,h,S,Agent_25,Eastern Metro,3011,7.3,Council_12,0,3,,,135.2,2013,563003
Suburb_28,2,u,SP,Agent_3,Southern Metro,11110,8,Council_14,1,2,0,,283.3,,545057
Suburb_6,1,h,PI,Agent_15,Western Metro,7773,5.4,Council_6,,2,3,86.5,,2012,234461
Suburb_29,3,h,SA,Agent_13,Northern Victoria,9060,10.2,Council_13,3,2,,,,,446990
Suburb_31,5,u,S,Agent_21,Western Metro,7908,8.7,Council_14,4,1,0,395,160.4,,
Suburb_16,4,h,SP,Agent_23,Southern Metro,13073,6,Council_17,5,1,1,262.6,,,556679
Suburb_38,2,t,VB,Agent_14,Eastern Metro,6954,3.3,Council_11,1,3,2,,,1912,337473
Suburb_26,3,t,SP,Agent_16,South-Eastern Metro,9045,5.8,Council_18,,3,0,694.9,196.2,1955,716607
Suburb_14,2,u,SA,Agent_18,Northern Metro,10204,5.5,Council_5,1,1,1,690.2,,1977,670885
Suburb_1,4,u,SA,Agent_14,Southern Metro,8514,5.2,Council_15,3,2,1,,233.1,1923,824055
Suburb_27,2,u,SP,Agent_5,Western Victoria,13254,2.4,Council_1,3,3,2,547.8,20,,
Suburb_9,1,h,VB,Agent_11,Northern Metro,3941,16.5,Council_3,0,1,3,569.6,,,403830
Suburb_31,3,u,VB,Agent_7,Western Metro,14246,16,Council_19,2,1,2,600.9,,,750956
Suburb_22,5,h,VB,Agent_12,Southern Metro,10332,7.1,Council_10,6,1,2,,204.7,,893185
Suburb_19,3,u,S,Agent_16,Northern Metro,14420,8.9,Council_14,3,1,1,828.3,182.4,,614691
Suburb_7,2,t,S,Agent_6,Western Metro,5932,10.1,Council_13,1,2,3,516.9,224,,548282
Suburb_29,1,h,SP,Agent_7,Northern Victoria,7443,7.2,Council_15,2,2,0,,,1937,267811
Suburb_7,5,u,S,Agent_21,Southern Metro,1124,9.3,Council_6,4,3,0,,,,836637
Suburb_17,4,t,SP,Agent_10,Northern Metro,13897,10.9,Council_4,3,3,0,726.1,,2004,983443
Suburb_34,1,h,VB,Agent_5,Southern Metro,12332,8.5,Council_1,1,3,1,0,,1969,530779
Suburb_37,1,h,PI,Agent_18,South-Eastern Metro,4796,12.1,Council_19,2,3,1,,307.8,,552232
Suburb_40,1,t,SP,Agent_18,Eastern Victoria,1252,5.1,Council_5,0,3,3,775.5,161.8,1986,395508
Suburb_39,2,t,S,Agent_21,Southern Metro,10604,7.7,Council_13,3,2,2,956,,2017,263391
Suburb_23,5,h,SP,Agent_19,Eastern Metro,10248,29.6,Council_10,4,3,1,120.4,,1915,666754
Suburb_9,1,h,PI,Agent_25,Eastern Metro,8151,13.7,Council_4,2,1,0,,106.8,2003,248628
Suburb_34,5,u,VB,Agent_15,Eastern Metro,2772,8.7,Council_9,4,3,,,,,671892
Suburb_33,1,h,SP,Agent_8,Southern Metro,13816,4.2,Council_2,1,1,1,,182.9,,419090
Suburb_40,4,h,SP,Agent_22,Northern Metro,6772,7.9,Council_4,4,2,3,591.7,114.1,2003,931319
Suburb_27,2,h,PI,Agent_7,Northern Victoria,11006,13.2,Council_3,1,,1,112.1,,1936,568134
Suburb_6,5,h,S,Agent_8,Eastern Metro,12956,11.7,Council_18,5,2,2,167.8,,,715091
Suburb_21,3,h,SP,Agent_21,Eastern Metro,8450,2,Council_12,4,3,3,409.6,,1968,560308
Suburb_18,2,u,S,Agent_23,Eastern Metro,1869,2.5,Council_20,2,1,1,,,,271146
Suburb_34,2,h,PI,Agent_9,Western Victoria,13371,2.6,Council_10,2,2,1,162.2,,1956,516263
Suburb_16,5,u,PI,Agent_19,Northern Victoria,10173,10.2,Council_5,6,1,2,,,1986,496401
Suburb_14,3,h,PI,Agent_24,Western Metro,13468,2.6,Council_13,4,1,1,,,1959,603816
Suburb_4,2,h,VB,Agent_20,Southern Metro,9382,4,Council_20,1,2,0,373.5,152.2,,648135
Suburb_34,4,h,SP,Agent_1,Eastern Victoria,13658,7,Council_12,5,2,1,584.8,,,631359
Suburb_31,3,h,SA,Agent_17,Western Victoria,13079,14.4,Council_1,4,1,0,461.3,20,,598402
Suburb_2,4,h,SA,Agent_5,Northern Metro,3626,10.5,Council_7,5,2,2,751.2,,2000,778273
Suburb_18,3,h,S,Agent_22,Western Victoria,3004,6.5,Council_20,4,3,0,220,30.7,,
Suburb_20,1,h,SA,Agent_2,South-Eastern Metro,2823,12.3,Council_11,2,2,1,,,2003,344980
Suburb_19,1,h,S,Agent_25,Northern Metro,12096,22.5,Council_20,2,3,3,407.1,43.7,,311499
Suburb_37,1,u,SP,Agent_5,Eastern Victoria,3985,8,Council_11,0,3,2,518.1,51.1,1912,437649
Suburb_7,3,h,PI,Agent_11,Northern Metro,7026,3.2,Council_1,4,2,2,,,,851054
Suburb_13,3,t,S,Agent_6,Northern Metro,11925,4.1,Council_19,2,2,2,83.7,136.7,1919,517064
Suburb_8,4,u,SP,Agent_21,Northern Metro,6715,4.1,Council_17,4,3,1,554.7,134.5,2004,944078
Suburb_10,5,h,S,Agent_10,Western Metro,1396,4.7,Council_16,6,2,2,272.7,71,1954,710602
Suburb_37,1,h,PI,Agent_19,Northern Victoria,5745,6.2,Council_21,0,2,0,,110.6,,402737
Suburb_38,5,h,SA,Agent_2,Western Metro,1871,9.1,Council_5,6,1,2,789.6,172.6,1957,616977
Suburb_2,5,h,SA,Agent_12,Northern Metro,6090,2.8,Council_20,5,1,2,310.5,,1910,780945
Suburb_26,4,h,SP,Agent_23,Southern Metro,11182,3.2,Council_5,3,1,3,,,,625893
Suburb_10,3,h,PI,Agent_24,Eastern Victoria,8039,10.9,Council_21,2,2,3,508.5,,,648684
Suburb_8,1,h,PI,Agent_6,Western Victoria,10285,5.5,Council_5,1,3,0,,134.9,,426553
Suburb_12,1,h,PI,Agent_10,Eastern Victoria,2048,4.4,Council_12,1,1,1,436.6,,,476317
Suburb_8,1,u,VB,Agent_11,Northern Metro,11377,6.7,Council_17,1,1,2,,104.6,,443032
Suburb_20,4,u,SA,Agent_15,Eastern Victoria,6663,15.8,Council_2,3,1,1,,144.1,1993,
Suburb_40,3,u,PI,Agent_14,South-Eastern Metro,4661,11.8,Council_2,2,2,2,462.3,,,617168
Suburb_24,1,h,S,Agent_3,Northern Victoria,9953,11.3,Council_18,0,1,3,,,1984,
Suburb_29,1,h,SA,Agent_20,Southern Metro,2455,18.9,Council_2,0,1,1,0,154.2,,407341
Suburb_20,1,h,SA,Agent_6,Western Victoria,7723,9.4,Council_13,2,1,3,483.9,295.8,1921,435786
Suburb_1,4,u,SP,Agent_8,Western Metro,6621,19.9,Council_20,3,,3,163.3,,1979,601636
Suburb_4,4,h,PI,Agent_22,Northern Metro,2904,20.8,Council_13,5,1,3,,149.8,1999,664674
Suburb_11,4,h,SA,Agent_18,Southern Metro,14306,2.9,Council_11,3,3,0,494.2,,2010,968637
Suburb_10,1,h,PI,Agent_10,Western Metro,5764,2.3,Council_9,1,3,1,723.1,224.6,,
Suburb_34,1,t,PI,Agent_23,Northern Metro,1091,3.9,Council_14,2,2,0,820,,1917,459349
Suburb_34,1,h,SA,Agent_10,Eastern Metro,6922,14.9,Council_13,1,1,0,637.7,198.3,1965,118024
Suburb_35,4,h,SA,Agent_15,Western Metro,14516,6.8,Council_11,3,1,0,758.1,,1981,728073
Suburb_26,4,h,PI,Agent_7,Western Victoria,10198,6.2,Council_4,4,1,1,394.9,124.4,2016,
Suburb_23,2,h,S,Agent_5,Northern Metro,9732,12.4,Council_14,1,2,0,1346.9,,1913,
Suburb_26,1,h,PI,Agent_13,Northern Victoria,13561,5.4,Council_16,2,2,1,,252.6,,467389
Suburb_17,2,h,VB,Agent_15,Western Victoria,1716,8.7,Council_15,3,1,3,,,1961,607449
Suburb_27,5,h,SP,Agent_21,Eastern Victoria,8480,10.9,Council_2,5,2,3,770.4,20,1970,
Suburb_32,1,u,PI,Agent_10,Western Victoria,5151,4.2,Council_15,1,1,3,,177.3,1911,300260
Suburb_31,4,h,VB,Agent_23,Southern Metro,10307,3.5,Council_16,4,2,0,646.2,115.1,1902,868445
Suburb_25,3,u,S,Agent_16,Eastern Victoria,12864,7.9,Council_4,4,3,2,702.6,203.9,,673769
Suburb_3,1,h,PI,Agent_2,Western Victoria,1619,8.5,Council_18,1,1,2,,174.5,1923,355237
Suburb_29,5,u,VB,Agent_19,Eastern Metro,2793,11.9,Council_12,6,2,0,976.8,,1973,
Suburb_15,3,h,SP,Agent_15,Western Metro,14339,3.8,Council_10,3,2,3,438.8,166.1,1903,674771
Suburb_30,4,u,PI,Agent_10,Northern Victoria,7633,4.8,Council_16,3,3,1,873.8,162.6,1996,847206
Suburb_22,1,h,VB,Agent_12,Western Metro,5070,20.7,Council_11,2,2,3,0,171.8,1939,207143
Suburb_36,2,t,S,Agent_8,Eastern Metro,2707,13.5,Council_12,2,2,0,577,,,484181
Suburb_14,4,h,VB,Agent_16,Western Victoria,5637,7.2,Council_7,5,3,2,330.9,239.8,1941,850569
Suburb_38,4,u,SP,Agent_15,Western Victoria,572,14.7,Council_20,4,2,0,671.6,174.8,1950,659595
Suburb_34,1,u,SP,Agent_12,Western Metro,3731,3.9,Council_21,1,2,3,595.1,,,556589
Suburb_14,4,h,VB,Agent_8,Eastern Victoria,3153,6.6,Council_3,4,1,2,,,,874468
Suburb_20,5,h,S,Agent_10,Western Metro,1727,8.5,Council_16,5,2,0,,,1982,957778
Suburb_22,4,h,S,Agent_13,Eastern Victoria,14550,6.2,Council_1,5,1,0,,204.9,2018,
Suburb_31,2,h,PI,Agent_12,Northern Victoria,11955,6.3,Council_8,2,2,1,445.9,,1921,665138
Suburb_28,5,h,SA,Agent_8,Western Metro,14135,11.6,Council_21,6,1,0,,176,,841125
Suburb_35,4,h,S,Agent_15,Southern Metro,3987,13.6,Council_4,4,1,0,796.8,,1972,807066
Suburb_15,1,h,VB,Agent_6,South-Eastern Metro,4682,5.8,Council_8,0,2,3,,,,307498
Suburb_21,1,h,S,Agent_13,Eastern Metro,4598,3,Council_5,2,2,3,117.1,,,418758
Suburb_18,5,u,PI,Agent_4,Southern Metro,8598,2.6,Council_16,5,3,2,532.3,,1984,863000
Suburb_37,2,h,PI,Agent_12,Southern Metro,3136,1.6,Council_10,3,1,3,1283.3,219.3,,661865
Suburb_13,1,u,PI,Agent_20,Western Victoria,3914,18.8,Council_13,1,3,2,,142.4,1920,224524
Suburb_24,3,h,S,Agent_21,Northern Metro,14635,11.6,Council_20,3,1,0,0,61.2,,403497
Suburb_5,3,h,VB,Agent_18,Eastern Victoria,5606,10.1,Council_11,4,3,2,519,,1987,581380
Suburb_35,3,h,SP,Agent_19,Eastern Victoria,11825,5.3,Council_16,3,3,0,,117.2,,692685
Suburb_16,4,u,VB,Agent_2,Northern Metro,3819,5.3,Council_3,5,,3,,184.7,,662849
Suburb_14,5,h,VB,Agent_9,Northern Victoria,13983,13.9,Council_5,5,1,1,,,,777021
Suburb_24,4,t,PI,Agent_17,Northern Victoria,10560,2.3,Council_20,3,3,0,419.9,,2016,768862
Suburb_20,1,h,SP,Agent_21,Eastern Metro,12994,5.9,Council_19,0,1,1,665.7,238.3,,390141
Suburb_34,1,h,VB,Agent_15,South-Eastern Metro,7987,15,Council_14,2,3,2,155.5,215.4,2009,333349
Suburb_22,1,h,SA,Agent_22,Western Metro,13641,5.9,Council_8,1,2,3,,,1904,436262
Suburb_21,2,h,SA,Agent_7,Western Metro,5758,11.2,Council_5,2,2,2,483.2,,,535303
Suburb_5,2,h,SA,Agent_4,Western Metro,7445,7.3,Council_18,3,2,0,219.5,,1940,303844
Suburb_1,5,h,SP,Agent_3,Eastern Victoria,1392,0.8,Council_17,5,1,3,837.3,,,834129
Suburb_16,2,h,PI,Agent_15,South-Eastern Metro,2972,7.1,Council_6,2,,3,36.5,,2005,436201
Suburb_40,1,h,SP,Agent_17,Western Metro,11682,8,Council_13,2,3,1,333.4,157.8,,
Suburb_37,5,h,SA,Agent_8,Western Victoria,5239,6.8,Council_13,4,3,2,328.5,139.5,1927,718887
Suburb_26,2,t,SA,Agent_20,Eastern Victoria,1979,3.4,Council_11,1,3,3,1143.2,,,566601
Suburb_26,5,h,SA,Agent_19,Western Victoria,4740,6.8,Council_20,6,3,1,,,,903151
Suburb_16,4,h,S,Agent_10,South-Eastern Metro,5615,1.7,Council_3,3,3,0,0,123.5,,
Suburb_8,5,t,SP,Agent_6,Western Metro,10898,5.9,Council_6,6,2,0,,,1973,823098
Suburb_1,5,h,VB,Agent_19,Eastern Victoria,1812,11.8,Council_2,4,3,2,636.7,,1906,900775
Suburb_14,1,h,VB,Agent_17,Eastern Metro,872,18.2,Council_15,0,1,3,735.2,,1919,349694
Suburb_13,4,u,SP,Agent_5,Eastern Metro,10999,16.5,Council_14,5,3,2,,99.1,1989,474514
Suburb_8,3,t,S,Agent_7,Western Metro,2559,3.8,Council_21,3,2,2,922.1,,1989,596455
Suburb_11,4,u,S,Agent_13,Western Victoria,6584,2.7,Council_12,5,2,1,556.4,,2007,718769
Suburb_1,4,h,VB,Agent_13,Northern Victoria,10401,8.5,Council_4,4,2,1,,100.2,1963,677905
Suburb_25,3,t,PI,Agent_5,Western Metro,7955,7.7,Council_10,,1,0,,114.3,1951,601628
Suburb_38,2,h,PI,Agent_24,Western Metro,2289,10.8,Council_2,3,2,1,,138.2,1913,313129
Suburb_28,5,t,SA,Agent_10,Eastern Metro,10971,5,Council_15,4,2,2,302.6,,,838521
Suburb_18,4,u,S,Agent_10,South-Eastern Metro,1200,7.9,Council_15,3,1,3,374.9,169.2,,595551
Suburb_17,5,t,VB,Agent_2,Eastern Metro,3868,7.6,Council_19,6,3,3,124.3,86.6,1905,
Suburb_13,2,h,SP,Agent_22,Northern Victoria,2083,6,Council_8,1,1,3,360.5,,1959,492528
Suburb_6,5,h,SA,Agent_6,Eastern Metro,7932,2.2,Council_7,5,3,0,,206.7,1942,689477
Suburb_24,2,u,SA,Agent_25,Eastern Metro,10514,11.7,Council_2,2,1,3,719.2,95.9,1989,372381
Suburb_23,3,h,PI,Agent_13,Western Victoria,9923,8.5,Council_9,4,,0,383.6,223.4,,675865
Suburb_1,5,h,SP,Agent_22,Eastern Metro,2520,12.1,Council_10,4,1,2,,169.6,1926,804266
Suburb_17,2,t,SP,Agent_5,Northern Metro,5478,13.9,Council_16,1,1,3,18.9,,,495827
